AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
2009-0214,2009-0214.02,Asian Garden,-123.2456484,49.24968967,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AK8,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.04,Asian Garden,-123.2456484,49.24968967,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AK8,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.05,Asian Garden,-123.2456484,49.24968967,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AK8,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.06,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.07,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.09,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.10,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.11,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.12,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.13,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0214,2009-0214.14,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AL2,W,Planting,,,,"Leibo-Mamize Nat'l Nature Preserve, Suo Luo","CHN: Sichuan Province, Leibo-Mamize Nat'l Nature Preserve, Suo Luo, 3115 m",11,11,11,11
2009-0220,2009-0220.01,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.02,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.03,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.04,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.05,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.06,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.07,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.08,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.09,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AL2,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0220,2009-0220.10,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AL2,W,Planting,,,,Sa Pa,"VNM: Lao Cai, Sa Pa, 2323 m",,,,
2009-0368,2009-0368.01,Asian Garden,-123.247481,49.250706,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron hyperythrum,AFA 3.00,U,Planting,,,,,,11,11,8,8
2009-0369,2009-0369.01,Asian Garden,-123.247481,49.250706,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,AFA 3.00,U,Planting,,,,,,,,,
2010-0068,2010-0068.01,Asian Garden,-123.247819,49.25083997,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron campanulatum,3AF6,U,Planting,,,,,,8,9,8,5
2010-0068,2010-0068.02,Asian Garden,-123.247819,49.25083997,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron campanulatum,3AF6,U,Planting,,,,,,8,9,8,5
2010-0069,2010-0069.01,Asian Garden,-123.2480572,49.25083539,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AF7,U,Planting,,,,,,,,,
2010-0111,2010-0111.01,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AF2,U,Planting,Near threatened,,,,,11,11,11,11
2010-0111,2010-0111.02,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AF2,U,Planting,Near threatened,,,,,11,11,11,11
2010-0112,2010-0112.01,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AF2,U,Planting,Near threatened,,,,,11,11,11,11
2010-0113,2010-0113.01,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AF2,U,Planting,,,,,,,,,
2010-0113,2010-0113.02,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AF2,U,Planting,,,,,,,,,
2010-0196,2010-0196.04,Asian Garden,-123.2446344,49.24989703,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM4,W,Planting,,,,on Wawu Shan (Mt. Wawu),"CHN: Sichuan Province, on Wawu Shan (Mt. Wawu), 2597 m, 29.65928 | 102.95018",,,,
2010-0224,2010-0224.01,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Mt. Ishizuchisan, Saizyo-shi, Enime Pref. (Shikoku Dist.)","JPN: Mt. Ishizuchisan, Saizyo-shi, Enime Pref. (Shikoku Dist.)",,,,
2010-0258,2010-0258.01,Asian Garden,-123.2478978,49.25110422,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron galactinum,3AF4,U,Planting,,,,,,8,11,5,5
2010-0278,2010-0278.02,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AJ4,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",11,11,11,11
2010-0278,2010-0278.03,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AJ4,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",11,11,11,11
2010-0278,2010-0278.04,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AJ4,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",11,11,11,11
2010-0278,2010-0278.05,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AJ4,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",11,11,11,11
2010-0285,2010-0285.02,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.03,Asian Garden,-123.2466088,49.25009626,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AK6,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.04,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.05,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.06,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.07,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.08,Asian Garden,-123.246415,49.250271,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG8,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.09,Asian Garden,-123.2466088,49.25009626,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AK6,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0285,2010-0285.10,Asian Garden,-123.2466088,49.25009626,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AK6,W,Planting,,,,along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang),"CHN: Sichuan Province, along the old road above the tunnel on the dry west side of Elang Shan (Mt. Erlang), 2208 m, 29.85994 | 102.26187",,,,
2010-0287,2010-0287.01,Asian Garden,-123.2452378,49.24955424,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.02,Asian Garden,-123.2452378,49.24955424,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.04,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.05,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.06,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.07,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.08,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.09,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.10,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0287,2010-0287.11,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 2874 m, 27.58195 | 102.39418",,,,
2010-0288,2010-0288.01,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.02,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.03,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.04,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.05,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.06,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.07,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.08,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0288,2010-0288.09,Asian Garden,-123.2452198,49.24979277,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM5,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.02,Asian Garden,-123.2467996,49.25134628,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG1,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.04,Asian Garden,-123.24649,49.251194,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AGA,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.05,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.06,Asian Garden,-123.2467996,49.25134628,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG1,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.07,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.08,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.09,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.10,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.11,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.12,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.13,Asian Garden,-123.2469202,49.2510304,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ7,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0289,2010-0289.15,Asian Garden,-123.24649,49.251194,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AGA,W,Planting,,,,in Luoji Shan,"CHN: Sichuan Province, in Luoji Shan, 3156 m, 27.5879 | 102.39004",,,,
2010-0290,2010-0290.02,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.03,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.04,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.05,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.06,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.07,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.08,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.09,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.10,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.11,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.12,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0290,2010-0290.13,Asian Garden,-123.2466776,49.25051887,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ4,W,Planting,,,,in the Meigu Dafengding Nature Reserve,"CHN: Sichuan Province, in the Meigu Dafengding Nature Reserve, 2437 m, 28.67512 | 103.10347",,,,
2010-0384,2010-0384.01,Asian Garden,-123.247676,49.25149944,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AE9,U,Planting,,,,,,11,11,11,11
2010-0384,2010-0384.02,Asian Garden,-123.2474244,49.2513684,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF3,U,Planting,,,,,,11,11,11,11
2010-0384,2010-0384.03,Asian Garden,-123.2474244,49.2513684,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF3,U,Planting,,,,,,11,11,11,11
2010-0385,2010-0385.02,Asian Garden,-123.2474407,49.25156143,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AE7,U,Planting,Near threatened,,,,,11,11,11,11
2010-0387,2010-0387.01,Asian Garden,-123.2482625,49.25110089,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AH7,U,Planting,Near threatened,,,,,11,11,11,11
2010-0595,2010-0595.01,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AM3,W,Planting,Near threatened,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",11,11,11,11
2010-0595,2010-0595.02,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AM3,W,Planting,Near threatened,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",11,11,11,11
2010-0595,2010-0595.03,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AM3,W,Planting,Near threatened,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",11,11,11,11
