AccNoFull,ItemAccNoFull,Family,Genus,GenusSpecies,TaxonName,ItemLocationCode,LocationName,LocationCoordLatDD,LocationCoordLongDD,ManagedBy,ItemType,ProvenanceCode,IUCNRedList,NationalRedList,RegionalRedList,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,LocalityFull,LifeForm,LocComment,TaxonNameFull,LocationCoordX,LocationCoordY,Locality
2023-0459,2023-0459.06,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.253969,-123.244192,
2023-0459,2023-0459.07,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.253969,-123.244192,
2023-0459,2023-0459.08,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.253969,-123.244192,
2023-0459,2023-0459.09,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.253969,-123.244192,
2023-0459,2023-0459.10,Cupressaceae,Thuja,Thuja plicata,Thuja plicata,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Thuja plicata Donn ex D.Don,49.253969,-123.244192,
2023-0460,2023-0460.08,Pinaceae,Tsuga,Tsuga mertensiana,Tsuga mertensiana,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,9.0,6.0,6.0,3.0,,Tree,,Tsuga mertensiana (Bong.) Carrière,49.253969,-123.244192,
2023-0460,2023-0460.09,Pinaceae,Tsuga,Tsuga mertensiana,Tsuga mertensiana,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,9.0,6.0,6.0,3.0,,Tree,,Tsuga mertensiana (Bong.) Carrière,49.253969,-123.244192,
2023-0460,2023-0460.10,Pinaceae,Tsuga,Tsuga mertensiana,Tsuga mertensiana,1B13,Rain Forest Garden,49.253969,-123.244192,,Planting,W,Least concern,,Yellow-listed British Columbia,9.0,6.0,6.0,3.0,,Tree,,Tsuga mertensiana (Bong.) Carrière,49.253969,-123.244192,
2017-0412,2017-0412.02,Pinaceae,Abies,Abies grandis,Abies grandis,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,Least concern,,Yellow-listed British Columbia,11.0,11.0,5.0,5.0,"USA: Oregon, Jackson County, Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge, 1255 m, 42°43'57.1""N | 122°36'19.6""W",Tree,Original locality is batch imported on 2019 Aug 16;,Abies grandis (Douglas ex D.Don) Lindl.,49.253743,-123.243709,"Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge"
1974-0423,1974-0423.01,Sapindaceae,Acer,Acer glabrum,Acer glabrum var. douglasii,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,6.0,3.0,"CAN: British Columbia, Fraser-Fort George Regional District, McBride",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Acer glabrum Torr. var. douglasii (Hook.) Dippel,49.253743,-123.243709,McBride
2016-0378,2016-0378.03,Cupressaceae,Callitropsis,Callitropsis nootkatensis,Callitropsis nootkatensis,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,,9.0,6.0,6.0,3.0,"CAN: British Columbia, Greater Vancouver Regional District, Cypress Bowl Road outside Cypress Provincial Park, 870 m, 49.501388 | -123.342222",Tree,"Original locality is batch imported on 2019 Aug 16; Outside Cypress Park, BC - *Collected by RBGE/Howick collectors on behalf of BJS",Callitropsis nootkatensis (D.Don) Oerst.,49.253743,-123.243709,Cypress Bowl Road outside Cypress Provincial Park
2016-0378,2016-0378.04,Cupressaceae,Callitropsis,Callitropsis nootkatensis,Callitropsis nootkatensis,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,,9.0,6.0,6.0,3.0,"CAN: British Columbia, Greater Vancouver Regional District, Cypress Bowl Road outside Cypress Provincial Park, 870 m, 49.501388 | -123.342222",Tree,"Original locality is batch imported on 2019 Aug 16; Outside Cypress Park, BC - *Collected by RBGE/Howick collectors on behalf of BJS",Callitropsis nootkatensis (D.Don) Oerst.,49.253743,-123.243709,Cypress Bowl Road outside Cypress Provincial Park
2016-0378,2016-0378.05,Cupressaceae,Callitropsis,Callitropsis nootkatensis,Callitropsis nootkatensis,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,,9.0,6.0,6.0,3.0,"CAN: British Columbia, Greater Vancouver Regional District, Cypress Bowl Road outside Cypress Provincial Park, 870 m, 49.501388 | -123.342222",Tree,"Original locality is batch imported on 2019 Aug 16; Outside Cypress Park, BC - *Collected by RBGE/Howick collectors on behalf of BJS",Callitropsis nootkatensis (D.Don) Oerst.,49.253743,-123.243709,Cypress Bowl Road outside Cypress Provincial Park
1975-0741,1975-0741.01,Araliaceae,Oplopanax,Oplopanax horridus,Oplopanax horridus,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,9.0,3.0,3.0,3.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway, 30 m, 49 25 | -122 58",Shrub,Original locality is batch imported on 2019 Aug 16;,Oplopanax horridus Miq.,49.253743,-123.243709,"Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway"
1976-0370,1976-0370.01,Dryopteridaceae,Polystichum,Polystichum andersonii,Polystichum andersonii,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Daisy Lake, Pemberton, along roadside on rocky open areas, 305 m, 49 55 | -123 08",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Polystichum andersonii Hopkins,49.253743,-123.243709,"Daisy Lake, Pemberton, along roadside on rocky open areas"
1976-0370,1976-0370.03,Dryopteridaceae,Polystichum,Polystichum andersonii,Polystichum andersonii,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Daisy Lake, Pemberton, along roadside on rocky open areas, 305 m, 49 55 | -123 08",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Polystichum andersonii Hopkins,49.253743,-123.243709,"Daisy Lake, Pemberton, along roadside on rocky open areas"
2023-0180,2023-0180.01,Liliaceae,Prosartes,Prosartes smithii,Prosartes smithii,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,U,,,Blue listed British Columbia,11.0,11.0,6.0,3.0,,Herbaceous Perennial,,"Prosartes smithii (Hook.) Utech, Shinwari & Kawano",49.253743,-123.243709,
2015-0473,2015-0473.01,Rosaceae,Rubus,Rubus pedatus,Rubus pedatus,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,9.0,9.0,2.0,2.0,"CAN: British Columbia, Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction, 49 13 3 | -121 27 31",Shrub,Original locality is batch imported on 2019 Aug 16;,Rubus pedatus Sm.,49.253743,-123.243709,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction"
1971-0088,1971-0088.01,Blechnaceae,Struthiopteris,Struthiopteris spicant,Struthiopteris spicant,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,11.0,6.0,5.0,5.0,"CAN: British Columbia, Skeena-Queen Charlotte Regional District, Haida Gwaii, north end, Dinan Bay, Masset Inlet",Herbaceous Perennial,,Struthiopteris spicant (L.) Weiss,49.253743,-123.243709,"Haida Gwaii, north end, Dinan Bay, Masset Inlet"
2022-0124,2022-0124.01,Taxaceae,Taxus,Taxus brevifolia,Taxus brevifolia,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,G,Near threatened,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Taxus brevifolia Nutt.,49.253743,-123.243709,
2022-0124,2022-0124.02,Taxaceae,Taxus,Taxus brevifolia,Taxus brevifolia,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,G,Near threatened,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Taxus brevifolia Nutt.,49.253743,-123.243709,
2022-0124,2022-0124.03,Taxaceae,Taxus,Taxus brevifolia,Taxus brevifolia,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,G,Near threatened,,Yellow-listed British Columbia,11.0,9.0,6.0,6.0,,Tree,,Taxus brevifolia Nutt.,49.253743,-123.243709,
1975-0228,1975-0228.01,Ranunculaceae,Trautvetteria,Trautvetteria caroliniensis,Trautvetteria caroliniensis,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Yellow-listed British Columbia,,,,,"CAN: British Columbia, Alberni-Clayoquot Regional District, Port Alberni, roasdside, 37 m, 49.0595 | -124.833",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Trautvetteria caroliniensis (Walter) Vail,49.253743,-123.243709,"Port Alberni, roasdside"
2006-0190,2006-0190.03,Blechnaceae,Woodwardia,Woodwardia fimbriata,Woodwardia fimbriata,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Blue listed British Columbia,9.0,9.0,11.0,9.0,"CAN: British Columbia, Blubber Bay Road, Texada Island",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Woodwardia fimbriata Sm.,49.253743,-123.243709,"Blubber Bay Road, Texada Island"
2006-0190,2006-0190.04,Blechnaceae,Woodwardia,Woodwardia fimbriata,Woodwardia fimbriata,1B16,Rain Forest Garden,49.253743,-123.243709,,Planting,W,,,Blue listed British Columbia,9.0,9.0,11.0,9.0,"CAN: British Columbia, Blubber Bay Road, Texada Island",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Woodwardia fimbriata Sm.,49.253743,-123.243709,"Blubber Bay Road, Texada Island"
2016-0356,2016-0356.01,Pinaceae,Abies,Abies amabilis,Abies amabilis,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,Least concern,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,"CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",Tree,Original locality is batch imported on 2019 Aug 16;,Abies amabilis Douglas ex J.Forbes,49.25374,-123.244324,"Chilliwack River Valley, Chipmunk Creek Service Road"
2016-0356,2016-0356.02,Pinaceae,Abies,Abies amabilis,Abies amabilis,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,Least concern,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,"CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",Tree,Original locality is batch imported on 2019 Aug 16;,Abies amabilis Douglas ex J.Forbes,49.25374,-123.244324,"Chilliwack River Valley, Chipmunk Creek Service Road"
2010-0527,2010-0527.01,Sapindaceae,Acer,Acer circinatum,Acer circinatum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Shrub or Tree,,Acer circinatum Pursh,49.25374,-123.244324,
2010-0527,2010-0527.02,Sapindaceae,Acer,Acer circinatum,Acer circinatum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Shrub or Tree,,Acer circinatum Pursh,49.25374,-123.244324,
2010-0527,2010-0527.03,Sapindaceae,Acer,Acer circinatum,Acer circinatum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Shrub or Tree,,Acer circinatum Pursh,49.25374,-123.244324,
2010-0527,2010-0527.04,Sapindaceae,Acer,Acer circinatum,Acer circinatum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Shrub or Tree,,Acer circinatum Pursh,49.25374,-123.244324,
2010-0527,2010-0527.05,Sapindaceae,Acer,Acer circinatum,Acer circinatum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,Least concern,,Yellow-listed British Columbia,11.0,8.0,6.0,3.0,,Shrub or Tree,,Acer circinatum Pursh,49.25374,-123.244324,
2004-0148,2004-0148.01,Sapindaceae,Acer,Acer glabrum,Acer glabrum var. glabrum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,9.0,6.0,6.0,3.0,"USA: Colorado, Park County, Shawnee (adjacent to hwy 285)",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Acer glabrum Torr. var. glabrum,49.25374,-123.244324,Shawnee (adjacent to hwy 285)
2016-0349,2016-0349.01,Sapindaceae,Acer,Acer glabrum,Acer glabrum var. douglasii,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,6.0,3.0,"CAN: British Columbia, Fraser Valley Regional District, Hope. Silver Skagit Road South of Hope toward Skagit Valley Provincial Park, 150 m, 49.34259 | -121.4678",Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Acer glabrum Torr. var. douglasii (Hook.) Dippel,49.25374,-123.244324,Hope. Silver Skagit Road South of Hope toward Skagit Valley Provincial Park
2019-0671,2019-0671.01,Ranunculaceae,Actaea,Actaea elata,Actaea elata var. elata,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,Endangered SARA Schedule 1,Red-listed British Columbia,11.0,9.0,6.0,2.0,"CAN: British Columbia, Vedder Mountain East, near Chillwack, 568 - 600 m, 49.07336 | -122.022915",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Actaea elata Prantl var. elata,49.25374,-123.244324,"Vedder Mountain East, near Chillwack"
2016-0317,2016-0317.01,Pteridaceae,Adiantum,Adiantum aleuticum,Adiantum aleuticum,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,11.0,9.0,6.0,3.0,"CAN: British Columbia, Powell River Regional District, Texada Island, Blubber Bay Road, 108 m, 49.45703 | -124.35174",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Adiantum aleuticum (Rupr.) C.A.Paris,49.25374,-123.244324,"Texada Island, Blubber Bay Road"
2016-0102,2016-0102.02,Brassicaceae,Alliaria,Alliaria petiolata,Alliaria petiolata,1B18,Rain Forest Garden,49.25374,-123.244324,,Flora (On-Site Origin),U,,,Exotic British Columbia,,,,,"CAN: British Columbia, Greater Vancouver Regional District, University of British Columbia Botanical Garden",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Alliaria petiolata (M.Bieb.) Cavara & Grande,49.25374,-123.244324,University of British Columbia Botanical Garden
1992-0804,1992-0804.01,Rosaceae,Aruncus,Aruncus dioicus,Aruncus dioicus,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,9.0,9.0,3.0,3.0,"CAN: British Columbia, Garibaldi Prov.Park",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Aruncus dioicus (Walter) Fernald,49.25374,-123.244324,Garibaldi Prov.Park
2014-0406,2014-0406.04,Cornaceae,Cornus,Cornus nuttallii,Cornus nuttallii,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,11.0,11.0,8.0,6.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Nairn Falls Provincial Park, in parking lot at entrance, 210 m, 50.296948 | -122.820290",Tree,Original locality is batch imported on 2019 Aug 16;,Cornus nuttallii Audubon,49.25374,-123.244324,"Nairn Falls Provincial Park, in parking lot at entrance"
2014-0406,2014-0406.05,Cornaceae,Cornus,Cornus nuttallii,Cornus nuttallii,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,11.0,11.0,8.0,6.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Nairn Falls Provincial Park, in parking lot at entrance, 210 m, 50.296948 | -122.820290",Tree,Original locality is batch imported on 2019 Aug 16;,Cornus nuttallii Audubon,49.25374,-123.244324,"Nairn Falls Provincial Park, in parking lot at entrance"
2023-0320,2023-0320.01,Papaveraceae,Dicentra,Dicentra formosa,Dicentra formosa,1B18,Rain Forest Garden,49.25374,-123.244324,,Flora (On-Site Origin),W,,,,11.0,8.0,6.0,3.0,,Herbaceous Perennial,,Dicentra formosa (Andrews) Walp.,49.25374,-123.244324,
2023-0436,2023-0436.01,Rhamnaceae,Frangula,Frangula purshiana,Frangula purshiana,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,11.0,11.0,6.0,6.0,"USA: California, Humboldt County, Six Rivers National Forest, Old Dolly Varton road edge, 700 m, 40.93549 | -123.86147",Tree,,Frangula purshiana (DC.) A.Gray,49.25374,-123.244324,"Six Rivers National Forest, Old Dolly Varton road edge"
2023-0436,2023-0436.02,Rhamnaceae,Frangula,Frangula purshiana,Frangula purshiana,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,11.0,11.0,6.0,6.0,"USA: California, Humboldt County, Six Rivers National Forest, Old Dolly Varton road edge, 700 m, 40.93549 | -123.86147",Tree,,Frangula purshiana (DC.) A.Gray,49.25374,-123.244324,"Six Rivers National Forest, Old Dolly Varton road edge"
2023-0436,2023-0436.03,Rhamnaceae,Frangula,Frangula purshiana,Frangula purshiana,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,,11.0,11.0,6.0,6.0,"USA: California, Humboldt County, Six Rivers National Forest, Old Dolly Varton road edge, 700 m, 40.93549 | -123.86147",Tree,,Frangula purshiana (DC.) A.Gray,49.25374,-123.244324,"Six Rivers National Forest, Old Dolly Varton road edge"
2019-0669,2019-0669.01,Hydrophyllaceae,Hydrophyllum,Hydrophyllum tenuipes,Hydrophyllum tenuipes,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,11.0,9.0,9.0,3.0,"CAN: British Columbia, Abbottsford - a ~6 hectare residential development located west of Old Clayburn Road between Kootenay Drive and Laburnum Ave., 49.072151 | -122.251053",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Hydrophyllum tenuipes A.Heller,49.25374,-123.244324,Abbottsford - a ~6 hectare residential development located west of Old Clayburn Road between Kootenay Drive and Laburnum Ave.
2019-0669,2019-0669.02,Hydrophyllaceae,Hydrophyllum,Hydrophyllum tenuipes,Hydrophyllum tenuipes,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,11.0,9.0,9.0,3.0,"CAN: British Columbia, Abbottsford - a ~6 hectare residential development located west of Old Clayburn Road between Kootenay Drive and Laburnum Ave., 49.072151 | -122.251053",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Hydrophyllum tenuipes A.Heller,49.25374,-123.244324,Abbottsford - a ~6 hectare residential development located west of Old Clayburn Road between Kootenay Drive and Laburnum Ave.
2012-0448,2012-0448.06,Berberidaceae,Mahonia,Mahonia nervosa,Mahonia nervosa,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,11.0,6.0,3.0,3.0,"CAN: British Columbia, Owen Bay, North Quadra Island",Shrub,Original locality is batch imported on 2019 Aug 16;,Mahonia nervosa (Pursh) Nutt.,49.25374,-123.244324,"Owen Bay, North Quadra Island"
1978-0082,1978-0082.02,Oxalidaceae,Oxalis,Oxalis oregana,Oxalis oregana,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Blue listed British Columbia,9.0,11.0,11.0,3.0,"CAN: British Columbia, rd.into Bamfield,VI",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Oxalis oregana Nutt. ex Torr. & A.Gray,49.25374,-123.244324,"rd.into Bamfield,VI"
2010-0529,2010-0529.01,Rosaceae,Physocarpus,Physocarpus capitatus,Physocarpus capitatus,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,U,,,Yellow-listed British Columbia,11.0,11.0,8.0,6.0,,Shrub,,Physocarpus capitatus (Pursh) Kuntze,49.25374,-123.244324,
2017-0203,2017-0203.01,Polypodiaceae,Polypodium,Polypodium hesperium,Polypodium hesperium,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,9.0,5.0,5.0,5.0,"CAN: British Columbia, Sunshine Coast Regional District, Worlcombe Island, 19 m, 49.3487 | -123.4592",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Polypodium hesperium Maxon,49.25374,-123.244324,Worlcombe Island
1976-0370,1976-0370.02,Dryopteridaceae,Polystichum,Polystichum andersonii,Polystichum andersonii,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,"CAN: British Columbia, Squamish-Lillooet Regional District, Daisy Lake, Pemberton, along roadside on rocky open areas, 305 m, 49 55 | -123 08",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Polystichum andersonii Hopkins,49.25374,-123.244324,"Daisy Lake, Pemberton, along roadside on rocky open areas"
1977-0282,1977-0282.02,Salicaceae,Populus,Populus x generosa,Populus × generosa,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,G,,,,,,,,,Tree,,Populus × generosa A.Henry,49.25374,-123.244324,
1975-0785,1975-0785.03,Salicaceae,Populus,Populus tremuloides,Populus tremuloides,1B18,Rain Forest Garden,49.25374,-123.244324,,Planting,W,,,Yellow-listed British Columbia,9.0,9.0,6.0,5.0,"CAN: British Columbia, Okanagan-Similkameen Regional District, Spotted L., Osoyoos, 610 m, 49 02 | -119 30",Tree,Original locality is batch imported on 2019 Aug 16;,Populus tremuloides Michx.,49.25374,-123.244324,"Spotted L., Osoyoos"
