taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Antirrhinum braun-blanquetii,15.3,6,10.3382,24,3.8125,797.25,137,FALSE,GBIF_CURRENT=399,MODEL=,PLANTSEARCH=30,,
Aphyllanthes monspeliensis,15.3,8,12.4139,26.55,5.34167,724.75,129.75,FALSE,GBIF_CURRENT=9591,MODEL=,PLANTSEARCH=29,,
Apocynum androsaemifolium,15.3,3,7.14792,26.15,-2.61667,854,140,FALSE,GBIF_CURRENT=9732,MODEL=,PLANTSEARCH=43,,
Aquilegia bernardii,15.3,5,8.66389,22.7,1.88333,888.5,124.5,FALSE,GBIF_CURRENT=215,MODEL=,PLANTSEARCH=18,,
Aquilegia brevistyla,15.3,2,3.86111,21.575,-4.81667,594.25,95.75,FALSE,GBIF_CURRENT=672,MODEL=,PLANTSEARCH=3,,
Aquilegia canadensis,15.3,6,9.10973,27.9,-1.35,953.5,176.5,FALSE,GBIF_CURRENT=9803,MODEL=,PLANTSEARCH=142,,
Aquilegia chrysantha,15.3,8,10.9736,26.45,3.075,649.5,93,FALSE,GBIF_CURRENT=1575,MODEL=,PLANTSEARCH=78,,
Aquilegia coerulea,15.3,3,4.05972,22.95,-3.2625,582,114.25,FALSE,GBIF_CURRENT=4719,MODEL=,PLANTSEARCH=17,,
Aquilegia flabellata,15.3,5,1.975,22.725,-8.90417,794.25,86,FALSE,GBIF_CURRENT=521,MODEL=,PLANTSEARCH=48,,
Aquilegia formosa,15.3,6,8.93542,24.1,2.33333,872,97.25,FALSE,GBIF_CURRENT=9880,MODEL=,PLANTSEARCH=77,,
Aquilegia grata,15.3,11,11.8847,25.05,2.9,948,170.5,FALSE,GBIF_CURRENT=4,MODEL=,PLANTSEARCH=8,,
Aquilegia olympica,15.3,3,5.41667,21.1,-2.15,1011.5,182,FALSE,GBIF_CURRENT=324,MODEL=,PLANTSEARCH=53,,
Aquilegia viridiflora,15.3,3,3.10833,23.9,-8.33333,582.5,79.5,FALSE,GBIF_CURRENT=321,MODEL=,PLANTSEARCH=43,,
Aquilegia vulgaris,15.3,6,9.25,23.25,1.8375,780.75,149.25,FALSE,GBIF_CURRENT=8028,MODEL=,PLANTSEARCH=140,,
Arabis alpina,15.3,3,5.04861,20.15,-1.34167,964,183.5,FALSE,GBIF_CURRENT=5447,MODEL=,PLANTSEARCH=81,,
Arachniodes standishii,15.3,8,12.0639,28.4,2.84167,1380.5,203.5,FALSE,GBIF_CURRENT=3352,MODEL=,PLANTSEARCH=37,,
Aralia californica,15.3,6,12.4111,24.35,6.66667,941,78,FALSE,GBIF_CURRENT=2407,MODEL=,PLANTSEARCH=59,,
Aralia hispida,15.3,3,6.71667,24.2,-3.64167,991.5,193.5,FALSE,GBIF_CURRENT=3745,MODEL=,PLANTSEARCH=13,,
Aralia racemosa,15.3,3,7.98472,25.9,-2.61667,919.5,175,FALSE,GBIF_CURRENT=6203,MODEL=,PLANTSEARCH=93,,
Arctanthemum arcticum,15.3,3,2.37431,20.475,-5.58333,718,117,FALSE,GBIF_CURRENT=745,MODEL=,PLANTSEARCH=11,,
Arctostaphylos alpinus,15.3,2,3.44305,18.9,-2.9,856,151.5,FALSE,GBIF_CURRENT=8833,MODEL=,PLANTSEARCH=11,,
Arctostaphylos bakeri,15.3,8,12.2431,23.95,6.55833,933,84,FALSE,GBIF_CURRENT=115,MODEL=,PLANTSEARCH=1,,
Arctostaphylos bicolor,15.3,9,16.7625,30.15,12.5583,401.5,7,FALSE,PLANTSEARCH=15,GBIF_CURRENT=3885,MODEL=,,
Arctostaphylos canescens,15.3,6,12.8806,26.8,6.20833,1028,55,FALSE,GBIF_CURRENT=787,MODEL=,PLANTSEARCH=16,,
Arctostaphylos densiflora,15.3,9,14.2431,27,9.42917,816.25,10.5,FALSE,GBIF_CURRENT=59,MODEL=,PLANTSEARCH=13,,
Arctostaphylos hookeri,15.3,9,14.1854,25.825,10.0583,565,9,FALSE,GBIF_CURRENT=441,MODEL=,PLANTSEARCH=4,,
Arctostaphylos insularis,15.3,11,15.0792,25.25,11.9542,544.75,6.25,FALSE,GBIF_CURRENT=228,MODEL=,PLANTSEARCH=12,,
Arctostaphylos manzanita,15.3,11,14.5055,29,8.875,862.25,11.5,FALSE,GBIF_CURRENT=2320,MODEL=,PLANTSEARCH=18,,
Arctostaphylos nevadensis,15.3,6,7.25071,24.85,0.9125,990,91.75,FALSE,GBIF_CURRENT=2490,MODEL=,PLANTSEARCH=21,,
Arctostaphylos patula,15.3,6,8.69307,26.95,2.275,794,63.5,FALSE,GBIF_CURRENT=5538,MODEL=,PLANTSEARCH=22,,
Arctostaphylos purissima,15.3,11,14.3465,25.2,10.825,634.75,7,FALSE,GBIF_CURRENT=247,MODEL=,PLANTSEARCH=8,,
Arctostaphylos uva-ursi,15.3,3,6.39028,23.7,-1.775,749,130,FALSE,GBIF_CURRENT=9605,MODEL=,PLANTSEARCH=150,,
Ardisia japonica,15.3,11,13.3667,28.025,4.91667,1357.25,168.5,FALSE,GBIF_CURRENT=2670,MODEL=,PLANTSEARCH=54,,
Ardisia pusilla,15.3,9,15.5861,29.4,5.08333,1751.5,157,FALSE,GBIF_CURRENT=541,MODEL=,PLANTSEARCH=8,,
Arenaria purpurascens,15.3,0,9.75833,23,2.48333,797,148,FALSE,PLANTSEARCH=36,,,,
Arenaria tetraquetra,15.3,5,9.15693,25.6,1.20833,699.5,98.75,FALSE,GBIF_CURRENT=550,MODEL=,PLANTSEARCH=30,,
Aria alnifolia,15.3,0,10.3958,25.45,0.825,1050.5,127.5,FALSE,PLANTSEARCH=2,,,,
Aria aronioides,15.3,11,13.8979,25.85,6.05833,1190.5,64.5,FALSE,GBIF_CURRENT=55,MODEL=,,,
Aria caloneura,15.3,11,16.6667,30.9,6.85,1368,90,FALSE,GBIF_CURRENT=219,MODEL=,,,
Aria coronata,15.3,11,12.8229,24.15,5.05,978,52.5,FALSE,GBIF_CURRENT=66,MODEL=,,,
Aria folgneri,15.3,11,16.2458,31.1,6.15833,1282.5,88.5,FALSE,GBIF_CURRENT=313,MODEL=,,,
Aria globosa,15.3,11,16.6542,29.8,8.71667,1172,62,FALSE,GBIF_CURRENT=10,MODEL=,,,
Aria hemsleyi,15.3,11,15.6854,29.6,6.025,1184.5,61.5,FALSE,GBIF_CURRENT=153,MODEL=,,,
Aria megalocarpa,15.3,11,16.3229,29.15,6.50833,1197.5,63.5,FALSE,GBIF_CURRENT=78,MODEL=,,,
Aria meliosmifolia,15.3,11,14.9583,27.5,5.7,1172,47,FALSE,GBIF_CURRENT=53,MODEL=,,,
Aria pallescens,15.3,8,10.6917,22.7,3.55,890,38,FALSE,GBIF_CURRENT=65,MODEL=,,,
Aria thibetica,15.3,5,8.99722,20.9,2.35833,889,111.5,FALSE,GBIF_CURRENT=92,MODEL=,PLANTSEARCH=1,,
Aria thomsonii,15.3,11,13.15,24.45,5.2,1019,112,FALSE,GBIF_CURRENT=50,MODEL=,PLANTSEARCH=1,,
Aria yuana,15.3,11,12.3125,27.3,2.41667,1141,66,FALSE,GBIF_CURRENT=8,MODEL=,,,
Arisaema bockii,15.3,11,14.6813,28.925,5.80417,1111.25,107.5,FALSE,GBIF_CURRENT=22,MODEL=,PLANTSEARCH=8,,
Arisaema candidissimum,15.3,8,12.0743,23.6,4.85833,819.5,92.75,FALSE,GBIF_CURRENT=20,MODEL=,PLANTSEARCH=62,,
Arisaema ciliatum,15.3,5,10.6889,22.425,4.17083,806.5,98.25,FALSE,GBIF_CURRENT=15,MODEL=,PLANTSEARCH=42,,
Arisaema consanguineum,15.3,11,12.409,23.525,5.40417,1554.75,158,FALSE,GBIF_CURRENT=665,MODEL=,PLANTSEARCH=79,,
Arisaema erubescens,15.3,11,12.8444,26.15,5.33334,979.75,93.75,FALSE,GBIF_CURRENT=424,MODEL=,PLANTSEARCH=37,,
Arisaema flavum,15.3,8,8.27222,22,1.58334,711,85.5,FALSE,GBIF_CURRENT=97,MODEL=,PLANTSEARCH=59,,
Arisaema griffithii,15.3,8,9.88194,20.975,3.8,925.25,108.25,FALSE,GBIF_CURRENT=41,MODEL=,PLANTSEARCH=26,,
Arisaema ringens,15.3,11,15.4347,26.9,7.975,1682.5,206,FALSE,GBIF_CURRENT=1429,MODEL=,PLANTSEARCH=64,,
Arisaema tortuosum,15.3,11,13.3458,24.125,6.2125,1345,102.5,FALSE,GBIF_CURRENT=133,MODEL=,PLANTSEARCH=68,,
Arisaema triphyllum,15.3,5,9.67639,27.2,-0.629166,986.5,190,FALSE,GBIF_CURRENT=9703,MODEL=,PLANTSEARCH=142,,
Arisarum proboscideum,15.3,11,12.8646,25.4,5.40833,864.5,153.25,FALSE,GBIF_CURRENT=142,MODEL=,PLANTSEARCH=56,,
Aristaloe aristata,15.3,11,13.3986,27,7.15833,706.5,82.25,FALSE,GBIF_CURRENT=60,MODEL=,PLANTSEARCH=23,,
Aristolochia guichardii,15.3,8,17.0625,29.1,10.5,773,12.5,FALSE,GBIF_CURRENT=31,MODEL=,PLANTSEARCH=1,,
Aristolochia iquitensis,15.3,11,20.4764,27.2,13.8,2144.5,276.5,FALSE,GBIF_CURRENT=65,MODEL=,PLANTSEARCH=1,,
Aristolochia manshuriensis,15.3,8,9.3375,25.2,-1.02083,885,83.75,FALSE,GBIF_CURRENT=51,MODEL=,PLANTSEARCH=77,,
Armeria alpina,15.3,2,4.15417,19.475,-1.9875,1117.5,207.75,FALSE,GBIF_CURRENT=3200,MODEL=,PLANTSEARCH=44,,
Armeria humilis,15.3,2,9.97917,23.4,4.28333,1431,122,FALSE,GBIF_CURRENT=62,MODEL=,,,
Armeria maritima,15.3,6,9.16806,22.1,2.48333,762,134,FALSE,GBIF_CURRENT=8386,MODEL=,PLANTSEARCH=112,,
Armeria pseudarmeria,15.3,11,13.9181,23.4,7.97917,702.25,77,FALSE,GBIF_CURRENT=74,MODEL=,PLANTSEARCH=34,,
Armeria welwitschii,15.3,11,13.6931,23.55,7.47083,680.75,74,FALSE,GBIF_CURRENT=209,MODEL=,PLANTSEARCH=21,,
Armoracia rusticana,15.3,6,9.16804,23.85,1.29167,716.5,129.5,FALSE,GBIF_CURRENT=9373,MODEL=,PLANTSEARCH=104,,
Arnica chamissonis,15.3,3,6.12361,24.35,-1.57917,605.5,100.5,FALSE,GBIF_CURRENT=1581,MODEL=,PLANTSEARCH=59,,
Arnica cordifolia,15.3,2,5.66458,24,-2.22917,674.25,121,FALSE,GBIF_CURRENT=5661,MODEL=,PLANTSEARCH=10,,
Arnica montana,15.3,3,6.06667,20.35,-0.404168,981.5,182.5,FALSE,GBIF_CURRENT=8475,MODEL=,PLANTSEARCH=101,,
Arnica unalaschcensis,15.3,2,3.90763,20.3,-4.2625,1064.5,187.25,FALSE,GBIF_CURRENT=117,MODEL=,PLANTSEARCH=2,,
Aronia arbutifolia,15.3,11,12.0153,28.3,2.1,1089,217,FALSE,GBIF_CURRENT=2393,MODEL=,PLANTSEARCH=132,,
Aronia melanocarpa,15.3,3,7.91944,25.3,-1.975,950,183.5,FALSE,GBIF_CURRENT=6490,MODEL=,PLANTSEARCH=158,,
Artemisia absinthium,15.3,6,7.53543,24.75,-1.2875,694,116.5,FALSE,GBIF_CURRENT=9286,MODEL=,PLANTSEARCH=176,,
Artemisia afra,15.3,11,15.884,26.7,10.75,730.5,68.5,FALSE,GBIF_CURRENT=470,MODEL=,PLANTSEARCH=25,,
Artemisia chamaemelifolia,15.3,3,7.04097,22.35,0.0541675,972.75,174.75,FALSE,GBIF_CURRENT=341,MODEL=,PLANTSEARCH=22,,
Artemisia frigida,15.3,6,6.39793,26.175,-2.82083,542,80.25,FALSE,GBIF_CURRENT=8128,MODEL=,PLANTSEARCH=37,,
Artemisia morrisonensis,15.3,5,7.44167,14.7,2.88333,4215,289,FALSE,GBIF_CURRENT=227,MODEL=,PLANTSEARCH=1,,
Artemisia pedemontana,15.3,6,10.0854,26.7,3.40833,630.75,110.25,FALSE,GBIF_CURRENT=202,MODEL=,PLANTSEARCH=21,,
Artemisia rigida,15.3,2,10.0486,30.425,0.595835,705.5,138.75,FALSE,GBIF_CURRENT=197,MODEL=,PLANTSEARCH=4,,
Artemisia vulgaris,15.3,6,9.3764,24.45,1.16666,773.5,144,FALSE,GBIF_CURRENT=8323,MODEL=,PLANTSEARCH=132,,
Arthropodium candidum,15.3,5,10.7764,21.95,5.2,1025.5,186.5,FALSE,GBIF_CURRENT=358,MODEL=,PLANTSEARCH=29,,
Arthropodium milleflorum,15.3,11,13.1111,25.05,7.85833,855,156,FALSE,GBIF_CURRENT=8390,MODEL=,PLANTSEARCH=21,,
Arum creticum,15.3,11,14.0104,25.375,6.87083,759,81.75,FALSE,GBIF_CURRENT=97,MODEL=,PLANTSEARCH=34,,
Arum maculatum,15.3,3,9.72778,22.55,3.325,776.25,153.5,FALSE,GBIF_CURRENT=6818,MODEL=,PLANTSEARCH=99,,
Aruncus dioicus,15.3,3,8.76529,23.4,0.7,962.5,170.5,FALSE,GBIF_CURRENT=9247,MODEL=,PLANTSEARCH=179,,
Asarum canadense,15.3,5,9.84444,28.5,-1.31667,976.5,182.5,FALSE,GBIF_CURRENT=9774,MODEL=,PLANTSEARCH=122,,
Asarum caudatum,15.3,6,10.0979,24.25,3.57083,1006,120,FALSE,GBIF_CURRENT=4612,MODEL=,PLANTSEARCH=78,,
Asarum europaeum,15.3,3,7.61111,23.725,-1.41667,741.25,127.75,FALSE,GBIF_CURRENT=9159,MODEL=,PLANTSEARCH=150,,
Asclepias incarnata,15.3,6,9.26249,27.9,-1.50833,933,168,FALSE,GBIF_CURRENT=9778,MODEL=,PLANTSEARCH=141,,
Asclepias tuberosa,15.3,8,10.9875,29.05,0.683335,985,185,FALSE,GBIF_CURRENT=9809,MODEL=,PLANTSEARCH=156,,
Asparagus acutifolius,15.3,11,14.1819,28.425,6.52917,681.25,105.5,FALSE,GBIF_CURRENT=9729,MODEL=,PLANTSEARCH=44,,
Asparagus maritimus,15.3,11,13.5889,26.625,5.30833,706.75,112.5,FALSE,GBIF_CURRENT=280,MODEL=,PLANTSEARCH=17,,
Asparagus microraphis,15.3,11,12.0236,24.9,6.47917,886,145.25,FALSE,GBIF_CURRENT=61,MODEL=,PLANTSEARCH=4,,
Asparagus officinalis,15.3,6,9.30279,25.2,1.00833,674.25,114,FALSE,GBIF_CURRENT=7899,MODEL=,PLANTSEARCH=121,,
Asparagus pseudoscaber,15.3,5,8.97916,23.7,0.0166675,699.25,101.75,FALSE,GBIF_CURRENT=8,MODEL=,PLANTSEARCH=12,,
Asparagus verticillatus,15.3,3,10.7229,26.15,1.275,600.5,121,FALSE,GBIF_CURRENT=849,MODEL=,PLANTSEARCH=28,,
Asphodeline liburnica,15.3,11,12.7576,26.3,5.07083,734,117.5,FALSE,GBIF_CURRENT=110,MODEL=,PLANTSEARCH=71,,
Asphodeline lutea,15.3,11,12.659,26.3,4.8,681.75,110,FALSE,GBIF_CURRENT=2901,MODEL=,PLANTSEARCH=133,,
Asphodelus aestivus,15.3,9,15.4694,28.075,8.0375,617.75,63.75,FALSE,GBIF_CURRENT=2310,MODEL=,PLANTSEARCH=49,,
Asphodelus albus,15.3,6,11.3875,24.325,4.61667,857.5,162.75,FALSE,GBIF_CURRENT=6427,MODEL=,PLANTSEARCH=87,,
Asphodelus ayardii,15.3,11,14.1639,28.95,5.95,621.5,113,FALSE,GBIF_CURRENT=1239,MODEL=,PLANTSEARCH=1,,
Aspidotis densa,15.3,5,10.8111,25.25,6.3875,1027.75,37,FALSE,GBIF_CURRENT=3184,MODEL=,PLANTSEARCH=7,,
Asplenium adiantum-nigrum,15.3,6,10.4528,24.45,3.90833,808,155.5,FALSE,GBIF_CURRENT=7088,MODEL=,PLANTSEARCH=42,,
Asplenium ceterach,15.3,8,11.7389,25.8,4.625,753,131,FALSE,GBIF_CURRENT=8474,MODEL=,PLANTSEARCH=31,,
Asplenium fontanum,15.3,5,10.1618,25.1,2.24167,784.5,164.5,FALSE,GBIF_CURRENT=4212,MODEL=,PLANTSEARCH=14,,
Asplenium rhizophyllum,15.3,9,11.6069,29.4,-0.0500002,1099,231,FALSE,GBIF_CURRENT=5141,MODEL=,PLANTSEARCH=16,,
Asplenium scolopendrium,15.3,6,9.99583,23.275,3.72083,851.75,160.25,FALSE,GBIF_CURRENT=7239,MODEL=,PLANTSEARCH=130,,
Asplenium septentrionale,15.3,2,7.53333,22.45,0.175002,760,140.5,FALSE,GBIF_CURRENT=7098,MODEL=,PLANTSEARCH=37,,
Asplenium trichomanes,15.3,6,9.52777,23.25,2.63333,854.5,159.5,FALSE,GBIF_CURRENT=8425,MODEL=,PLANTSEARCH=128,,
Asplenium viride,15.3,3,6.42778,20.825,-0.883333,1058.25,194,FALSE,GBIF_CURRENT=6235,MODEL=,PLANTSEARCH=33,,
Astelia nervosa,15.3,6,9.80347,20.525,5.50417,1834.25,327,FALSE,GBIF_CURRENT=7822,MODEL=,PLANTSEARCH=24,,
Aster alpinus,15.3,3,4.37639,20.525,-1.875,950.25,179,FALSE,GBIF_CURRENT=7443,MODEL=,PLANTSEARCH=104,,
Aster amellus,15.3,3,9.21667,23.85,1.4,761.5,145,FALSE,GBIF_CURRENT=4775,MODEL=,PLANTSEARCH=75,,
Aster pyrenaeus,15.3,3,8.13195,22.975,0.970832,971.25,172,FALSE,GBIF_CURRENT=7,MODEL=,PLANTSEARCH=43,,
Astilbe biternata,15.3,5,11.4125,27.9,1.69167,1197,250,FALSE,GBIF_CURRENT=124,MODEL=,PLANTSEARCH=28,,
Astilbe glaberrima,15.3,11,13.5292,25.35,4.95,2003.5,312.75,FALSE,GBIF_CURRENT=9,MODEL=,PLANTSEARCH=4,,
Astilbe grandis,15.3,11,13.4583,26.45,3.675,1068.5,125,FALSE,GBIF_CURRENT=312,MODEL=,PLANTSEARCH=42,,
Astilbe japonica,15.3,5,9.57222,25.5,1.03333,954.75,166,FALSE,GBIF_CURRENT=529,MODEL=,PLANTSEARCH=36,,
Astilbe macroflora,15.3,8,7.62847,18.35,2.68334,2446,220.75,FALSE,GBIF_CURRENT=96,MODEL=,PLANTSEARCH=7,,
Astilbe rivularis,15.3,11,12.5708,23.75,5.3375,963.25,104,FALSE,GBIF_CURRENT=280,MODEL=,PLANTSEARCH=30,,
Astilbe rubra,15.3,6,9.92015,26.125,0.675002,1055,110,FALSE,GBIF_CURRENT=2081,MODEL=,PLANTSEARCH=26,,
Astilbe rubra,15.3,6,9.92015,26.125,0.675002,1055,110,FALSE,GBIF_CURRENT=2081,MODEL=,PLANTSEARCH=26,,
Astilboides tabularis,15.3,3,7.35417,22.8,-0.712501,755.75,131.25,FALSE,GBIF_CURRENT=90,MODEL=,PLANTSEARCH=104,,
Astragalus sempervirens,15.3,3,5.97014,21.075,-0.316665,1003.25,188,FALSE,GBIF_CURRENT=2061,MODEL=,PLANTSEARCH=18,,
Astragalus whitneyi,15.3,6,7.55278,25.975,1.40833,733.5,118.25,FALSE,GBIF_CURRENT=1125,MODEL=,PLANTSEARCH=6,,
Astrantia major,15.3,3,7.99444,21.95,0.654167,961.25,180,FALSE,GBIF_CURRENT=8910,MODEL=,PLANTSEARCH=123,,
Astrolepis sinuata,15.3,9,15.6174,29.4,8.3625,730.5,83.25,FALSE,GBIF_CURRENT=1943,MODEL=,PLANTSEARCH=16,,
Athrixia fontana,15.3,2,8.47847,20.675,2.23333,883,107.5,FALSE,GBIF_CURRENT=12,MODEL=,PLANTSEARCH=6,,
Athyrium filix-femina,15.3,3,7.12918,23.2,-0.4,805,134.5,FALSE,GBIF_CURRENT=8877,MODEL=,PLANTSEARCH=174,,
Atocion rupestre,15.3,2,5.45417,20.425,-2.78333,960,176.25,FALSE,GBIF_CURRENT=7310,MODEL=,PLANTSEARCH=8,,
Atropa belladonna,15.3,6,8.93057,23.65,1.55833,857,159.5,FALSE,GBIF_CURRENT=6971,MODEL=,PLANTSEARCH=58,,
Aubrieta olympica,15.3,2,8.46111,22.775,0.620833,713.5,134,FALSE,GBIF_CURRENT=9,MODEL=,PLANTSEARCH=16,,
Aucuba japonica,15.3,9,11.9035,25.325,4.35833,964.75,159.75,FALSE,GBIF_CURRENT=7119,MODEL=,PLANTSEARCH=143,,
Aureolaria flava,15.3,11,12.9125,31.25,0.925,1178,264,FALSE,GBIF_CURRENT=1209,MODEL=,PLANTSEARCH=3,,
Aurinia saxatilis,15.3,5,9.40556,24.05,1.14167,733.5,134,FALSE,GBIF_CURRENT=5721,MODEL=,PLANTSEARCH=69,,
Austroblechnum penna-marina,15.3,3,8.89237,21.7,2.9875,1298.25,241.25,FALSE,GBIF_CURRENT=8165,MODEL=,PLANTSEARCH=4,,
Austrocactus spiniflorus,15.3,9,8.70834,23.6,4.26666,507.5,65,FALSE,GBIF_CURRENT=26,MODEL=,PLANTSEARCH=10,,
Azorella trifurcata,15.3,3,7.7,19.875,2.12083,647.5,124.5,FALSE,GBIF_CURRENT=270,MODEL=,PLANTSEARCH=53,,
Baccharis magellanica,15.3,3,7.70694,19.575,3.14167,674.25,121.25,FALSE,GBIF_CURRENT=290,MODEL=,PLANTSEARCH=11,,
Baccharis pilularis,15.3,11,14.5653,26.55,9.71667,632.25,10,FALSE,GBIF_CURRENT=9903,MODEL=,PLANTSEARCH=31,,
Balsamorhiza deltoidea,15.3,5,10.7,26.25,3.8625,906.5,84.25,FALSE,GBIF_CURRENT=849,MODEL=,PLANTSEARCH=9,,
Baptisia alba,15.3,8,10.232,29.35,-1.29167,1035,189,FALSE,GBIF_CURRENT=4647,MODEL=,PLANTSEARCH=41,,
Baptisia australis,15.3,8,11.691,28.75,0.887499,950.5,172,FALSE,GBIF_CURRENT=3901,MODEL=,PLANTSEARCH=178,,
Beesia calthifolia,15.3,11,12.793,25.2,4.85,914,94.5,FALSE,GBIF_CURRENT=197,MODEL=,PLANTSEARCH=33,,
Beesia deltophylla,15.3,2,14.7431,28.625,4.49583,1315,112,FALSE,GBIF_CURRENT=3,MODEL=,PLANTSEARCH=10,,
Begonia emeiensis,15.3,9,16.2771,28.5,6.98333,1309,104.25,FALSE,GBIF_CURRENT=1,MODEL=,PLANTSEARCH=17,,
Begonia formosana,15.3,9,17.6347,27.1,10.0667,1905,277,FALSE,GBIF_CURRENT=1260,MODEL=,PLANTSEARCH=17,,
Begonia grandis,15.3,11,13.6632,28.7,4.13333,1118.75,140.5,FALSE,GBIF_CURRENT=613,MODEL=,PLANTSEARCH=76,,
Begonia palmata,15.3,9,15.9347,25.8,9.02917,1622.5,115.75,FALSE,GBIF_CURRENT=1490,MODEL=,PLANTSEARCH=35,,
Begonia taliensis,15.3,11,15.7104,27.525,8.69166,860.75,69.75,FALSE,GBIF_CURRENT=34,MODEL=,PLANTSEARCH=5,,
Bellevalia longistyla,15.3,5,10.9306,27.25,1.85833,503.5,63.75,FALSE,GBIF_CURRENT=22,MODEL=,PLANTSEARCH=10,,
Berberidopsis corallina,15.3,5,11.0986,22.375,6.5,1087.75,125,FALSE,GBIF_CURRENT=51,MODEL=,PLANTSEARCH=33,,
Berberis coxii,15.3,3,10.0125,20.85,4.0375,968.5,113.75,FALSE,GBIF_CURRENT=3,MODEL=,PLANTSEARCH=15,,
Berberis darwinii,15.3,6,10.3417,21.725,5.0875,962.75,164.5,FALSE,GBIF_CURRENT=3619,MODEL=,PLANTSEARCH=78,,
Berberis duclouxiana,15.3,0,10.5458,24.5,3.33333,710,146,FALSE,PLANTSEARCH=2,,,,
Berberis empetrifolia,15.3,3,7.45972,20.5,2.25,683,101.5,FALSE,GBIF_CURRENT=546,MODEL=,PLANTSEARCH=30,,
Berberis gyalaica,15.3,6,9.42292,21.925,3.31667,743.75,74.75,FALSE,GBIF_CURRENT=10,MODEL=,PLANTSEARCH=11,,
Berberis kawakamii,15.3,6,9.78265,19.4,4.80417,2314.25,198,FALSE,GBIF_CURRENT=641,MODEL=,PLANTSEARCH=13,,
Berberis microphylla,15.3,3,7.76806,19.4,3.13333,760,131.5,FALSE,GBIF_CURRENT=1176,MODEL=,PLANTSEARCH=27,,
Berberis morrisonensis,15.3,5,7.60696,18.05,2.75,2511.5,225,FALSE,GBIF_CURRENT=396,MODEL=,PLANTSEARCH=22,,
Berberis pruinosa,15.3,11,13.2208,24.65,6.2625,799.5,86,FALSE,GBIF_CURRENT=87,MODEL=,PLANTSEARCH=36,,
Berberis sanguinea,15.3,11,12.3569,24.65,4.4125,827.75,86.75,FALSE,GBIF_CURRENT=21,MODEL=,PLANTSEARCH=16,,
Berberis thunbergii,15.3,6,9.60277,26.45,0.125,908,171,FALSE,GBIF_CURRENT=9748,MODEL=,PLANTSEARCH=149,,
Berberis wilsoniae,15.3,8,10.5243,23.15,4.15,803,88.5,FALSE,GBIF_CURRENT=240,MODEL=,PLANTSEARCH=71,,
Berchemia racemosa,15.3,11,12.7014,26.15,3.375,1162.5,155.25,FALSE,GBIF_CURRENT=1866,MODEL=,PLANTSEARCH=23,,
Berchemia scandens,15.3,9,16.2431,31.45,5.95,1035.5,190,FALSE,GBIF_CURRENT=2818,MODEL=,PLANTSEARCH=30,,
Bergenia crassifolia,15.3,6,8.71181,23.2,1.09167,714.25,125,FALSE,GBIF_CURRENT=8428,MODEL=,PLANTSEARCH=122,,
Bergenia emeiensis,15.3,11,13.4486,25.25,5,935,90,FALSE,GBIF_CURRENT=12,MODEL=,PLANTSEARCH=17,,
Bergenia pacumbis,15.3,8,8.94304,22.1,2.54167,826.5,139.5,FALSE,GBIF_CURRENT=45,MODEL=,PLANTSEARCH=10,,
Bergenia purpurascens,15.3,8,7.86389,20.95,0.995835,810.5,87.5,FALSE,GBIF_CURRENT=159,MODEL=,PLANTSEARCH=67,,
Bergenia stracheyi,15.3,8,5.02222,21.775,-3.30833,566.5,94.5,FALSE,GBIF_CURRENT=111,MODEL=,PLANTSEARCH=69,,
Berkheya cirsiifolia,15.3,5,10.6271,22.95,4.36667,786.75,107,FALSE,GBIF_CURRENT=92,MODEL=,PLANTSEARCH=15,,
Berkheya multijuga,15.3,5,9.72432,21.925,3.93334,798.25,101.75,FALSE,GBIF_CURRENT=67,MODEL=,PLANTSEARCH=19,,
Berkheya purpurea,15.3,6,11.2792,23.25,4.99583,747.5,97.5,FALSE,GBIF_CURRENT=227,MODEL=,PLANTSEARCH=41,,
Beschorneria rigida,15.3,9,16.057,28.15,11.9917,635,39.75,FALSE,GBIF_CURRENT=51,MODEL=,PLANTSEARCH=7,,
Betonica macrantha,15.3,3,6.47986,21.925,-2.40417,742.75,119.25,FALSE,GBIF_CURRENT=1649,MODEL=,PLANTSEARCH=18,,
Betonica officinalis,15.3,3,8.98472,23.15,1.425,781.5,149.5,FALSE,GBIF_CURRENT=8041,MODEL=,PLANTSEARCH=44,,
Betula apoiensis,15.3,2,6.75694,22.575,-2.1625,984,155.75,FALSE,GBIF_CURRENT=6,MODEL=,PLANTSEARCH=26,,
Betula glandulosa,15.3,2,0.73889,20.9,-9.125,647,92,FALSE,GBIF_CURRENT=4323,MODEL=,PLANTSEARCH=44,,
Betula michauxii,15.3,2,4.20418,21.65,-4.85,962.5,176.5,FALSE,GBIF_CURRENT=161,MODEL=,PLANTSEARCH=14,,
Betula nana,15.3,2,3.20139,20.525,-4.15,695.5,125,FALSE,GBIF_CURRENT=9393,MODEL=,PLANTSEARCH=117,,
Betula platyphylla,15.3,3,7.60625,23.15,-0.6,718.5,125.75,FALSE,GBIF_CURRENT=7958,MODEL=,PLANTSEARCH=78,,
